 Poloidal electric field modes (imag)
 1408 1006
              97
     8.70000         0.00000       -0.106455E-17    0.364343E-25   -0.131397E-17   -0.230343E-23   -0.132798E-17   -0.131152E-23   -0.137031E-17   -0.130411E-23
   -0.137896E-17    0.260182E-24   -0.147762E-17   -0.712716E-23   -0.161587E-17   -0.228045E-26   -0.142657E-17   -0.283965E-25   -0.165305E-17    0.284821E-23
   -0.214032E-17    0.274175E-24   -0.172528E-17   -0.366250E-24   -0.155762E-17    0.230937E-22   -0.251151E-17    0.544654E-22   -0.254648E-17    0.118321E-22
   -0.211511E-17   -0.125802E-22   -0.242225E-17    0.132827E-22   -0.344003E-17    0.855052E-22   -0.403785E-17    0.273747E-22   -0.220544E-17   -0.889223E-22
   -0.286987E-17    0.986260E-22   -0.988444E-17   -0.712810E-21   -0.393112E-17   -0.250759E-20    0.952468E-17   -0.263076E-21    0.411725E-04     0.00000    
    0.102836E-01     0.00000        0.806118E-16     0.00000        0.227351E-16     0.00000        0.896248E-17   -0.257121E-23    0.517201E-17    0.751397E-22
    0.786599E-17    0.227041E-22    0.535742E-17   -0.494726E-23    0.225566E-17   -0.408478E-23    0.371793E-17    0.977556E-23    0.353282E-17    0.673408E-23
    0.196958E-17   -0.251173E-22    0.203833E-17    0.388491E-23    0.213907E-17   -0.233695E-24    0.189261E-17    0.505022E-23    0.151985E-17    0.243219E-24
    0.141227E-17   -0.198034E-23    0.138515E-17    0.675451E-24    0.141215E-17   -0.223755E-23    0.951629E-18   -0.393595E-24    0.127290E-17   -0.338723E-23
    0.114243E-17   -0.669653E-23    0.867235E-18   -0.299657E-24    0.883135E-18    0.264527E-25    0.101011E-17   -0.112586E-23
     8.70139       -0.372652E-10   -0.279414E-10    0.286880E-10    0.100294E-09    0.232862E-09    0.118290E-09    0.147929E-09    0.924684E-10    0.137422E-09
    0.181864E-09   -0.226970E-09    0.452695E-10   -0.205660E-09   -0.135121E-09    0.120043E-09    0.708759E-10   -0.832000E-11   -0.118206E-09   -0.454957E-10
    0.457973E-09   -0.207575E-10   -0.322167E-09   -0.168971E-10   -0.415207E-09    0.734961E-09   -0.351304E-09    0.125566E-08    0.204155E-09   -0.241675E-09
   -0.720171E-10   -0.281134E-08   -0.113965E-08   -0.240981E-09    0.189293E-08    0.146336E-08    0.599165E-09   -0.115670E-08   -0.296873E-08    0.436177E-08
   -0.132290E-10   -0.402980E-08    0.685601E-08   -0.102351E-07   -0.157755E-08    0.120052E-06   -0.209405E-06   -0.826758E-06    0.392530E-04    0.292965E-03
    0.102787E-01    0.261001E-03   -0.917670E-05    0.190962E-06   -0.604556E-07    0.770988E-07   -0.423782E-08    0.125746E-08    0.485186E-08   -0.690497E-08
    0.532748E-09    0.133391E-08   -0.146137E-09   -0.742819E-09   -0.305374E-09   -0.198379E-10    0.165721E-08    0.656413E-09   -0.339599E-09    0.282357E-10
   -0.292933E-09    0.748901E-09    0.104571E-09   -0.889145E-10   -0.233119E-09    0.901427E-11   -0.924228E-10   -0.931436E-10   -0.295258E-09   -0.743626E-10
   -0.956555E-10    0.106467E-09   -0.115954E-10    0.502860E-10    0.935102E-11    0.753555E-10    0.777292E-10    0.949134E-10    0.896066E-10    0.104469E-09
    0.123850E-09    0.130452E-09    0.114240E-09    0.766434E-10    0.383008E-10   -0.968180E-11   -0.572391E-10   -0.524200E-10
     8.70660       -0.702732E-09   -0.651133E-09    0.368580E-09    0.230562E-08    0.388376E-08    0.271529E-08    0.311742E-08    0.202340E-08    0.108299E-08
    0.417051E-08   -0.338840E-08    0.105879E-08   -0.452364E-08   -0.304854E-08    0.284327E-08    0.159881E-08   -0.197427E-09   -0.266652E-08   -0.101427E-08
    0.103447E-07   -0.475904E-09   -0.729494E-08   -0.400472E-09   -0.938992E-08    0.165512E-07   -0.792192E-08    0.283565E-07    0.465125E-08   -0.536557E-08
   -0.164662E-08   -0.634160E-07   -0.257213E-07   -0.544650E-08    0.427970E-07    0.330104E-07    0.134423E-07   -0.262886E-07   -0.669998E-07    0.984086E-07
   -0.295652E-09   -0.904326E-07    0.154311E-06   -0.197916E-06   -0.457803E-07    0.895129E-06   -0.109394E-05   -0.772972E-05    0.114214E-05    0.132706E-02
    0.101735E-01    0.160047E-02   -0.208138E-03   -0.390899E-05   -0.242450E-06    0.906459E-06   -0.109493E-06    0.212335E-07    0.109729E-06   -0.155212E-06
    0.122118E-07    0.306164E-07   -0.338874E-08   -0.170126E-07   -0.686642E-08   -0.487218E-09    0.374269E-07    0.149236E-07   -0.773110E-08    0.483050E-09
   -0.659607E-08    0.170159E-07    0.234668E-08   -0.196137E-08   -0.526989E-08    0.212976E-09   -0.209551E-08   -0.209845E-08   -0.667960E-08   -0.167281E-08
   -0.216110E-08    0.240037E-08   -0.264116E-09    0.113292E-08    0.210890E-09    0.169937E-08    0.175584E-08    0.213809E-08    0.202409E-08    0.235491E-08
    0.279913E-08    0.294500E-08    0.258160E-08    0.173305E-08    0.864815E-09   -0.218216E-09   -0.129380E-08   -0.118376E-08
     8.71339       -0.285371E-08   -0.279153E-08    0.146362E-08    0.971789E-08    0.159920E-07    0.114228E-07    0.126202E-07    0.798744E-08    0.383700E-08
    0.175233E-07   -0.139752E-07    0.455844E-08   -0.186428E-07   -0.125440E-07    0.117367E-07    0.657727E-08   -0.875156E-09   -0.109700E-07   -0.409750E-08
    0.426308E-07   -0.199940E-08   -0.301589E-07   -0.160583E-08   -0.387569E-07    0.682201E-07   -0.325751E-07    0.116952E-06    0.193820E-07   -0.220656E-07
   -0.689295E-08   -0.261659E-06   -0.105885E-06   -0.223037E-07    0.176582E-06    0.136099E-06    0.549033E-07   -0.108480E-06   -0.275799E-06    0.405711E-06
   -0.120165E-08   -0.372674E-06    0.632954E-06   -0.832427E-06   -0.243229E-06    0.403500E-05    0.150486E-04   -0.524904E-04   -0.105905E-03    0.252598E-02
    0.982857E-02    0.392465E-02   -0.862344E-03   -0.527897E-04    0.504168E-05    0.365873E-05   -0.525290E-06    0.907609E-07    0.452921E-06   -0.641083E-06
    0.512834E-07    0.126627E-06   -0.144374E-07   -0.705626E-07   -0.281276E-07   -0.159098E-08    0.154204E-06    0.613950E-07   -0.321852E-07    0.210462E-08
   -0.270717E-07    0.702649E-07    0.958828E-08   -0.813506E-08   -0.217406E-07    0.918682E-09   -0.867813E-08   -0.867534E-08   -0.275827E-07   -0.688706E-08
   -0.890846E-08    0.989705E-08   -0.110027E-08    0.466421E-08    0.867283E-09    0.700527E-08    0.723643E-08    0.880811E-08    0.834168E-08    0.970804E-08
    0.115440E-07    0.121432E-07    0.106451E-07    0.714758E-08    0.356225E-08   -0.909689E-09   -0.533657E-08   -0.487353E-08
     8.71859       -0.551964E-08   -0.554537E-08    0.290093E-08    0.190646E-07    0.316420E-07    0.223770E-07    0.241152E-07    0.148873E-07    0.760537E-08
    0.342971E-07   -0.280057E-07    0.908128E-08   -0.360324E-07   -0.241673E-07    0.225910E-07    0.126696E-07   -0.178023E-08   -0.211317E-07   -0.778053E-08
    0.822286E-07   -0.391304E-08   -0.583143E-07   -0.301547E-08   -0.748461E-07    0.131635E-06   -0.627268E-07    0.225738E-06    0.377014E-07   -0.425435E-07
   -0.134540E-07   -0.505260E-06   -0.204069E-06   -0.427938E-07    0.340919E-06    0.262640E-06    0.105172E-06   -0.209376E-06   -0.531519E-06    0.782889E-06
   -0.229345E-08   -0.719180E-06    0.121649E-05   -0.165208E-05   -0.549836E-06    0.941091E-05    0.579480E-04   -0.140534E-03   -0.216065E-03    0.333462E-02
    0.940403E-02    0.587400E-02   -0.167014E-02   -0.155236E-03    0.186582E-04    0.743054E-05   -0.112274E-05    0.184494E-06    0.874688E-06   -0.123930E-05
    0.100334E-06    0.244682E-06   -0.285458E-07   -0.136686E-06   -0.540031E-07   -0.238248E-08    0.297383E-06    0.118197E-06   -0.625625E-07    0.433308E-08
   -0.520538E-07    0.135698E-06    0.183727E-07   -0.158021E-07   -0.419694E-07    0.183152E-08   -0.168018E-07   -0.167804E-07   -0.532856E-07   -0.132778E-07
   -0.171869E-07    0.191006E-07   -0.213978E-08    0.899104E-08    0.167015E-08    0.135170E-07    0.139588E-07    0.169881E-07    0.160904E-07    0.187335E-07
    0.222797E-07    0.234340E-07    0.205420E-07    0.137945E-07    0.686858E-08   -0.177146E-08   -0.103005E-07   -0.939286E-08
     8.71998       -0.638282E-08   -0.645319E-08    0.338270E-08    0.221134E-07    0.368290E-07    0.259457E-07    0.277830E-07    0.170313E-07    0.890824E-08
    0.397575E-07   -0.327202E-07    0.105755E-07   -0.416350E-07   -0.278985E-07    0.260682E-07    0.146250E-07   -0.208415E-08   -0.243933E-07   -0.894666E-08
    0.949534E-07   -0.453596E-08   -0.673822E-07   -0.345600E-08   -0.864561E-07    0.152022E-06   -0.724012E-07    0.260719E-06    0.436330E-07   -0.491244E-07
   -0.155848E-07   -0.583625E-06   -0.235596E-06   -0.493453E-07    0.393773E-06    0.303323E-06    0.121223E-06   -0.241813E-06   -0.613631E-06    0.904148E-06
   -0.264093E-08   -0.830600E-06    0.140339E-05   -0.192324E-05   -0.659750E-06    0.114305E-04    0.758157E-04   -0.174862E-03   -0.247731E-03    0.353451E-02
    0.926734E-02    0.638680E-02   -0.193068E-02   -0.195649E-03    0.242949E-04    0.872248E-05   -0.133020E-05    0.216203E-06    0.101037E-05   -0.143196E-05
    0.116296E-06    0.282667E-06   -0.331781E-07   -0.158013E-06   -0.622827E-07   -0.253599E-08    0.343386E-06    0.136415E-06   -0.723926E-07    0.509376E-08
   -0.600588E-07    0.156746E-06    0.211784E-07   -0.182835E-07   -0.484750E-07    0.213319E-08   -0.194213E-07   -0.193919E-07   -0.615569E-07   -0.153308E-07
   -0.198478E-07    0.220599E-07   -0.247630E-08    0.103808E-07    0.192776E-08    0.156104E-07    0.161191E-07    0.196168E-07    0.185805E-07    0.216352E-07
    0.257314E-07    0.270641E-07    0.237237E-07    0.159316E-07    0.793073E-08   -0.205084E-08   -0.118966E-07   -0.108441E-07
     8.72101       -0.705825E-08   -0.714070E-08    0.379384E-08    0.244832E-07    0.408822E-07    0.287693E-07    0.306791E-07    0.187609E-07    0.988187E-08
    0.440284E-07   -0.364139E-07    0.117639E-07   -0.460399E-07   -0.308289E-07    0.288167E-07    0.161618E-07   -0.232721E-08   -0.269562E-07   -0.985844E-08
    0.104959E-06   -0.502815E-08   -0.745186E-07   -0.379848E-08   -0.955889E-07    0.168056E-06   -0.800030E-07    0.288230E-06    0.483102E-07   -0.543016E-07
   -0.172682E-07   -0.645269E-06   -0.260379E-06   -0.544852E-07    0.435350E-06    0.335319E-06    0.133811E-06   -0.267323E-06   -0.678181E-06    0.999511E-06
   -0.291407E-08   -0.918251E-06    0.155039E-05   -0.213892E-05   -0.746249E-06    0.131032E-04    0.914140E-04   -0.203749E-03   -0.271713E-03    0.367770E-02
    0.915879E-02    0.676276E-02   -0.213503E-02   -0.229799E-03    0.292054E-04    0.976213E-05   -0.149771E-05    0.241767E-06    0.111711E-05   -0.158360E-05
    0.128908E-06    0.312556E-06   -0.368498E-07   -0.174803E-06   -0.687829E-07   -0.263251E-08    0.379562E-06    0.150728E-06   -0.801354E-07    0.569713E-08
   -0.663404E-07    0.173287E-06    0.233753E-07   -0.202421E-07   -0.535832E-07    0.237454E-08   -0.214830E-07   -0.214501E-07   -0.680671E-07   -0.169441E-07
   -0.219408E-07    0.243887E-07   -0.274171E-08    0.114739E-07    0.212983E-08    0.172565E-07    0.178177E-07    0.216837E-07    0.205385E-07    0.239172E-07
    0.284460E-07    0.299189E-07    0.262258E-07    0.176123E-07    0.876573E-08   -0.227124E-08   -0.131519E-07   -0.119848E-07
     8.72485       -0.988050E-08   -0.971483E-08    0.588245E-08    0.340317E-07    0.572392E-07    0.407187E-07    0.430405E-07    0.267331E-07    0.131810E-07
    0.615480E-07   -0.512795E-07    0.168228E-07   -0.645117E-07   -0.431139E-07    0.405790E-07    0.226081E-07   -0.338488E-08   -0.376983E-07   -0.136438E-07
    0.146970E-06   -0.711617E-08   -0.104553E-06   -0.519589E-08   -0.133984E-06    0.235438E-06   -0.111878E-06    0.403826E-06    0.680661E-07   -0.761126E-07
   -0.244282E-07   -0.904410E-06   -0.364392E-06   -0.759457E-07    0.610164E-06    0.469759E-06    0.186370E-06   -0.374485E-06   -0.949255E-06    0.140023E-05
   -0.401289E-08   -0.128676E-05    0.216685E-05   -0.307695E-05   -0.117705E-05    0.214555E-04    0.174829E-03   -0.341663E-03   -0.366738E-03    0.417269E-02
