 Surface perimeter
  rad  pla 
 1408 1006
 rho(m) perimeter(m) 
     1.03504         24.4898    
     1.03555         24.5027    
     1.03594         24.5125    
     1.03604         24.5151    
     1.03615         24.5177    
     1.03654         24.5276    
     1.03705         24.5404    
     1.03744         24.5503    
     1.03754         24.5529    
     1.03765         24.5555    
     1.03804         24.5653    
     1.03855         24.5782    
     1.03894         24.5880    
     1.03905         24.5906    
     1.03915         24.5933    
     1.03954         24.6031    
     1.04005         24.6160    
     1.04044         24.6258    
     1.04055         24.6284    
     1.04065         24.6310    
     1.04104         24.6409    
     1.04155         24.6537    
     1.04195         24.6636    
     1.04205         24.6662    
     1.04215         24.6688    
     1.04255         24.6787    
     1.04306         24.6915    
     1.04345         24.7014    
     1.04355         24.7040    
     1.04366         24.7066    
     1.04405         24.7165    
     1.04456         24.7293    
     1.04495         24.7392    
     1.04505         24.7418    
     1.04516         24.7444    
     1.04555         24.7543    
     1.04606         24.7671    
     1.04645         24.7770    
     1.04655         24.7796    
     1.04666         24.7823    
     1.04705         24.7921    
     1.04756         24.8050    
     1.04795         24.8148    
     1.04806         24.8175    
     1.04816         24.8201    
     1.04855         24.8299    
     1.04906         24.8428    
     1.04945         24.8527    
     1.04956         24.8553    
     1.04966         24.8579    
     1.05005         24.8678    
     1.05056         24.8806    
     1.05096         24.8905    
     1.05106         24.8931    
     1.05116         24.8958    
     1.05156         24.9056    
     1.05207         24.9185    
     1.05246         24.9284    
     1.05256         24.9310    
     1.05267         24.9336    
     1.05306         24.9435    
     1.05357         24.9564    
     1.05396         24.9662    
     1.05406         24.9689    
     1.05417         24.9715    
     1.05456         24.9813    
     1.05507         24.9942    
     1.05546         25.0041    
     1.05557         25.0067    
     1.05567         25.0094    
     1.05606         25.0192    
     1.05657         25.0321    
     1.05696         25.0420    
     1.05707         25.0446    
     1.05717         25.0472    
     1.05756         25.0571    
     1.05807         25.0700    
     1.05846         25.0799    
     1.05857         25.0825    
     1.05867         25.0851    
     1.05906         25.0950    
     1.05958         25.1079    
     1.05997         25.1178    
     1.06007         25.1204    
     1.06007         25.1204    
     1.06019         25.1235    
     1.06065         25.1351    
     1.06125         25.1503    
     1.06171         25.1619    
     1.06184         25.1650    
     1.06196         25.1681    
     1.06242         25.1797    
     1.06302         25.1949    
     1.06348         25.2065    
     1.06360         25.2096    
     1.06373         25.2127    
     1.06419         25.2244    
     1.06479         25.2395    
     1.06525         25.2512    
     1.06537         25.2543    
     1.06549         25.2574    
     1.06595         25.2690    
     1.06655         25.2842    
     1.06702         25.2958    
     1.06714         25.2989    
     1.06726         25.3020    
     1.06772         25.3137    
     1.06832         25.3288    
     1.06878         25.3405    
     1.06890         25.3436    
     1.06903         25.3467    
     1.06949         25.3583    
     1.07009         25.3735    
     1.07055         25.3852    
     1.07067         25.3883    
     1.07079         25.3914    
     1.07125         25.4030    
     1.07186         25.4182    
     1.07232         25.4298    
     1.07244         25.4329    
     1.07256         25.4361    
     1.07302         25.4477    
     1.07362         25.4629    
     1.07408         25.4745    
     1.07420         25.4777    
     1.07433         25.4808    
     1.07479         25.4924    
     1.07539         25.5076    
     1.07585         25.5193    
     1.07597         25.5224    
     1.07609         25.5255    
     1.07655         25.5371    
     1.07716         25.5523    
     1.07762         25.5640    
     1.07774         25.5671    
     1.07786         25.5702    
     1.07832         25.5819    
     1.07892         25.5971    
     1.07938         25.6087    
     1.07951         25.6119    
     1.07963         25.6150    
     1.08009         25.6266    
     1.08069         25.6418    
     1.08115         25.6535    
     1.08127         25.6566    
     1.08139         25.6597    
     1.08186         25.6714    
     1.08246         25.6866    
     1.08292         25.6983    
     1.08304         25.7014    
     1.08316         25.7045    
     1.08362         25.7162    
     1.08422         25.7314    
     1.08468         25.7431    
     1.08481         25.7462    
     1.08493         25.7493    
     1.08539         25.7610    
     1.08599         25.7762    
     1.08645         25.7879    
     1.08657         25.7910    
     1.08670         25.7941    
     1.08716         25.8058    
     1.08776         25.8210    
     1.08822         25.8327    
     1.08834         25.8358    
     1.08846         25.8389    
     1.08892         25.8506    
     1.08952         25.8658    
     1.08998         25.8775    
     1.09011         25.8806    
     1.09023         25.8837    
     1.09069         25.8954    
     1.09129         25.9107    
     1.09175         25.9224    
     1.09187         25.9255    
     1.09200         25.9286    
     1.09246         25.9403    
     1.09306         25.9555    
     1.09352         25.9672    
     1.09364         25.9703    
     1.09376         25.9735    
     1.09422         25.9851    
     1.09482         26.0004    
     1.09528         26.0121    
     1.09541         26.0152    
     1.09553         26.0183    
     1.09599         26.0300    
     1.09659         26.0453    
     1.09705         26.0570    
     1.09717         26.0601    
     1.09730         26.0632    
     1.09776         26.0749    
     1.09836         26.0902    
     1.09882         26.1019    
     1.09894         26.1050    
     1.09906         26.1081    
     1.09952         26.1198    
     1.10012         26.1351    
     1.10058         26.1468    
     1.10071         26.1499    
     1.10083         26.1530    
     1.10129         26.1648    
     1.10189         26.1800    
     1.10235         26.1917    
     1.10247         26.1949    
     1.10260         26.1980    
     1.10306         26.2097    
     1.10366         26.2250    
     1.10412         26.2367    
     1.10424         26.2398    
     1.10436         26.2429    
     1.10482         26.2546    
     1.10542         26.2699    
     1.10588         26.2817    
     1.10601         26.2848    
     1.10613         26.2879    
     1.10659         26.2996    
     1.10719         26.3149    
     1.10765         26.3266    
     1.10777         26.3297    
     1.10790         26.3329    
     1.10836         26.3446    
     1.10896         26.3599    
     1.10942         26.3716    
     1.10954         26.3747    
     1.10966         26.3779    
     1.11012         26.3896    
     1.11072         26.4049    
     1.11118         26.4166    
     1.11131         26.4197    
     1.11143         26.4229    
     1.11189         26.4346    
     1.11249         26.4499    
     1.11295         26.4616    
     1.11307         26.4648    
     1.11320         26.4679    
     1.11366         26.4796    
     1.11426         26.4949    
     1.11472         26.5067    
     1.11484         26.5098    
     1.11496         26.5129    
     1.11542         26.5247    
     1.11602         26.5400    
     1.11649         26.5517    
     1.11661         26.5549    
     1.11673         26.5580    
     1.11719         26.5697    
     1.11779         26.5850    
     1.11825         26.5968    
     1.11837         26.5999    
     1.11850         26.6030    
     1.11896         26.6148    
     1.11956         26.6301    
     1.12002         26.6419    
     1.12014         26.6450    
     1.12026         26.6481    
     1.12072         26.6599    
     1.12133         26.6752    
     1.12179         26.6870    
     1.12191         26.6901    
     1.12203         26.6932    
     1.12249         26.7050    
     1.12309         26.7203    
     1.12355         26.7321    
     1.12367         26.7352    
     1.12380         26.7383    
     1.12426         26.7501    
     1.12486         26.7654    
     1.12532         26.7772    
     1.12544         26.7803    
     1.12556         26.7835    
     1.12602         26.7952    
     1.12663         26.8106    
     1.12709         26.8223    
     1.12721         26.8255    
     1.12733         26.8286    
     1.12779         26.8404    
     1.12839         26.8557    
     1.12885         26.8675    
     1.12898         26.8706    
     1.12910         26.8737    
     1.12956         26.8855    
     1.13016         26.9009    
     1.13062         26.9126    
     1.13074         26.9158    
