 Species density profiles
 nspec rad  pla 
     3 1408 1006
 rho(m) Electrons Deuterium Tritium   
     0.00000         1.00000        0.500000        0.500000    
    0.138864E-02     1.00000        0.500000        0.500000    
    0.660019E-02    0.999999        0.499999        0.499999    
    0.133998E-01    0.999996        0.499998        0.499998    
    0.186114E-01    0.999992        0.499996        0.499996    
    0.200000E-01    0.999991        0.499995        0.499995    
    0.210276E-01    0.999990        0.499995        0.499995    
    0.248841E-01    0.999985        0.499993        0.499993    
    0.299159E-01    0.999979        0.499989        0.499989    
    0.337724E-01    0.999973        0.499986        0.499986    
    0.348000E-01    0.999971        0.499986        0.499986    
    0.358276E-01    0.999970        0.499985        0.499985    
    0.396841E-01    0.999963        0.499981        0.499981    
    0.447159E-01    0.999953        0.499976        0.499976    
    0.485724E-01    0.999944        0.499972        0.499972    
    0.496000E-01    0.999942        0.499971        0.499971    
    0.506276E-01    0.999939        0.499970        0.499970    
    0.544841E-01    0.999930        0.499965        0.499965    
    0.595159E-01    0.999916        0.499958        0.499958    
    0.633724E-01    0.999905        0.499952        0.499952    
    0.644000E-01    0.999902        0.499951        0.499951    
    0.654276E-01    0.999898        0.499949        0.499949    
    0.692841E-01    0.999886        0.499943        0.499943    
    0.743159E-01    0.999869        0.499934        0.499934    
    0.781724E-01    0.999855        0.499927        0.499927    
    0.792000E-01    0.999851        0.499926        0.499926    
    0.802276E-01    0.999847        0.499924        0.499924    
    0.840841E-01    0.999832        0.499916        0.499916    
    0.891159E-01    0.999812        0.499906        0.499906    
    0.929724E-01    0.999795        0.499897        0.499897    
    0.940000E-01    0.999790        0.499895        0.499895    
    0.950276E-01    0.999786        0.499893        0.499893    
    0.988841E-01    0.999768        0.499884        0.499884    
    0.103916        0.999744        0.499872        0.499872    
    0.107772        0.999724        0.499862        0.499862    
    0.108800        0.999719        0.499860        0.499860    
    0.109828        0.999714        0.499857        0.499857    
    0.113684        0.999693        0.499847        0.499847    
    0.118716        0.999665        0.499833        0.499833    
    0.122572        0.999643        0.499822        0.499822    
    0.123600        0.999637        0.499819        0.499819    
    0.124628        0.999631        0.499816        0.499816    
    0.128484        0.999608        0.499804        0.499804    
    0.133516        0.999577        0.499788        0.499788    
    0.137372        0.999552        0.499776        0.499776    
    0.138400        0.999545        0.499773        0.499773    
    0.139428        0.999538        0.499769        0.499769    
    0.143284        0.999512        0.499756        0.499756    
    0.148316        0.999478        0.499739        0.499739    
    0.152172        0.999450        0.499725        0.499725    
    0.153200        0.999443        0.499721        0.499721    
    0.154228        0.999435        0.499718        0.499718    
    0.158084        0.999406        0.499703        0.499703    
    0.163116        0.999368        0.499684        0.499684    
    0.166972        0.999338        0.499669        0.499669    
    0.168000        0.999329        0.499665        0.499665    
    0.169028        0.999321        0.499661        0.499661    
    0.172884        0.999290        0.499645        0.499645    
    0.177916        0.999248        0.499624        0.499624    
    0.181772        0.999215        0.499607        0.499607    
    0.182800        0.999206        0.499603        0.499603    
    0.183828        0.999197        0.499598        0.499598    
    0.187684        0.999163        0.499581        0.499581    
    0.192716        0.999117        0.499559        0.499559    
    0.196572        0.999082        0.499541        0.499541    
    0.197600        0.999072        0.499536        0.499536    
    0.198628        0.999062        0.499531        0.499531    
    0.202484        0.999025        0.499513        0.499513    
    0.207516        0.998976        0.499488        0.499488    
    0.211372        0.998938        0.499469        0.499469    
    0.212400        0.998927        0.499464        0.499464    
    0.213428        0.998917        0.499458        0.499458    
    0.217284        0.998877        0.499439        0.499439    
    0.222316        0.998825        0.499412        0.499412    
    0.226172        0.998783        0.499392        0.499392    
    0.227200        0.998772        0.499386        0.499386    
    0.228228        0.998761        0.499381        0.499381    
    0.232084        0.998719        0.499359        0.499359    
    0.237116        0.998662        0.499331        0.499331    
    0.240972        0.998618        0.499309        0.499309    
    0.242000        0.998607        0.499303        0.499303    
    0.243028        0.998595        0.499297        0.499297    
    0.246884        0.998550        0.499275        0.499275    
    0.251916        0.998490        0.499245        0.499245    
    0.255772        0.998443        0.499221        0.499221    
    0.256800        0.998430        0.499215        0.499215    
    0.257828        0.998418        0.499209        0.499209    
    0.261684        0.998370        0.499185        0.499185    
    0.266716        0.998306        0.499153        0.499153    
    0.270572        0.998257        0.499128        0.499128    
    0.271600        0.998244        0.499122        0.499122    
    0.272628        0.998230        0.499115        0.499115    
    0.276484        0.998180        0.499090        0.499090    
    0.281516        0.998112        0.499056        0.499056    
    0.285372        0.998060        0.499030        0.499030    
    0.286400        0.998046        0.499023        0.499023    
    0.287428        0.998032        0.499016        0.499016    
    0.291284        0.997979        0.498989        0.498989    
    0.296316        0.997908        0.498954        0.498954    
    0.300172        0.997853        0.498926        0.498926    
    0.301200        0.997838        0.498919        0.498919    
    0.302228        0.997823        0.498912        0.498912    
    0.306084        0.997767        0.498883        0.498883    
    0.311116        0.997693        0.498846        0.498846    
    0.314972        0.997635        0.498817        0.498817    
    0.316000        0.997619        0.498810        0.498810    
    0.317028        0.997604        0.498802        0.498802    
    0.320884        0.997545        0.498772        0.498772    
    0.325916        0.997467        0.498733        0.498733    
    0.329772        0.997406        0.498703        0.498703    
    0.330800        0.997390        0.498695        0.498695    
    0.331828        0.997373        0.498687        0.498687    
    0.335684        0.997312        0.498656        0.498656    
    0.340716        0.997230        0.498615        0.498615    
    0.344572        0.997166        0.498583        0.498583    
    0.345600        0.997149        0.498575        0.498575    
    0.346628        0.997132        0.498566        0.498566    
    0.350484        0.997068        0.498534        0.498534    
    0.355516        0.996982        0.498491        0.498491    
    0.359372        0.996916        0.498458        0.498458    
