 Safety factor
  rad  pla 
 1408 1006
 rho(m) q 
     2.94870         4.98029    
     2.94900         4.98170    
     2.94930         4.98311    
     2.95040         4.98841    
     2.95185         4.99533    
     2.95295         5.00065    
     2.95325         5.00206    
     2.95355         5.00348    
     2.95465         5.00880    
     2.95610         5.01574    
     2.95720         5.02108    
     2.95750         5.02250    
     2.95780         5.02392    
     2.95890         5.02926    
     2.96035         5.03623    
     2.96145         5.04158    
     2.96175         5.04301    
     2.96205         5.04443    
     2.96315         5.04979    
     2.96460         5.05679    
     2.96570         5.06216    
     2.96600         5.06359    
     2.96630         5.06502    
     2.96740         5.07040    
     2.96885         5.07743    
     2.96995         5.08282    
     2.97025         5.08425    
     2.97055         5.08569    
     2.97165         5.09109    
     2.97310         5.09814    
     2.97420         5.10355    
     2.97450         5.10499    
     2.97480         5.10643    
     2.97590         5.11185    
     2.97735         5.11893    
     2.97845         5.12436    
     2.97875         5.12580    
     2.97905         5.12725    
     2.98015         5.13269    
     2.98160         5.13979    
     2.98270         5.14524    
     2.98300         5.14669    
     2.98330         5.14815    
     2.98440         5.15360    
     2.98585         5.16073    
     2.98695         5.16620    
     2.98725         5.16766    
     2.98755         5.16912    
     2.98865         5.17460    
     2.99010         5.18175    
     2.99120         5.18724    
     2.99150         5.18870    
     2.99180         5.19017    
     2.99290         5.19567    
     2.99435         5.20285    
     2.99545         5.20836    
     2.99575         5.20983    
     2.99605         5.21130    
     2.99715         5.21681    
     2.99860         5.22402    
     2.99970         5.22955    
     3.00000         5.23103    
     3.00000         5.23103    
     3.00035         5.23276    
     3.00165         5.23928    
     3.00335         5.24779    
     3.00465         5.25432    
     3.00500         5.25607    
     3.00535         5.25781    
     3.00665         5.26435    
     3.00835         5.27290    
     3.00965         5.27947    
     3.01000         5.28122    
     3.01035         5.28297    
     3.01165         5.28954    
     3.01335         5.29813    
     3.01465         5.30472    
     3.01500         5.30648    
     3.01535         5.30823    
     3.01665         5.31484    
     3.01835         5.32346    
     3.01965         5.33008    
     3.02000         5.33184    
     3.02035         5.33361    
     3.02165         5.34024    
     3.02335         5.34890    
     3.02465         5.35555    
     3.02500         5.35732    
     3.02535         5.35910    
     3.02665         5.36576    
     3.02835         5.37446    
     3.02965         5.38113    
     3.03000         5.38292    
     3.03035         5.38470    
     3.03165         5.39138    
     3.03335         5.40012    
     3.03465         5.40683    
     3.03500         5.40862    
     3.03535         5.41041    
     3.03665         5.41712    
     3.03835         5.42590    
     3.03965         5.43264    
     3.04000         5.43443    
     3.04035         5.43623    
     3.04165         5.44298    
     3.04335         5.45179    
     3.04465         5.45856    
     3.04500         5.46036    
     3.04535         5.46216    
     3.04665         5.46894    
     3.04835         5.47779    
     3.04965         5.48459    
     3.05000         5.48640    
     3.05035         5.48821    
     3.05165         5.49502    
     3.05335         5.50391    
     3.05465         5.51074    
     3.05500         5.51256    
     3.05535         5.51438    
     3.05665         5.52121    
     3.05835         5.53014    
     3.05965         5.53700    
     3.06000         5.53882    
     3.06035         5.54065    
     3.06165         5.54752    
     3.06335         5.55649    
     3.06465         5.56337    
     3.06500         5.56521    
     3.06535         5.56705    
     3.06665         5.57394    
     3.06835         5.58295    
     3.06965         5.58987    
     3.07000         5.59171    
     3.07035         5.59355    
     3.07165         5.60048    
     3.07335         5.60953    
     3.07465         5.61647    
     3.07500         5.61833    
     3.07535         5.62018    
     3.07665         5.62714    
     3.07835         5.63622    
     3.07965         5.64320    
     3.08000         5.64506    
     3.08035         5.64692    
     3.08165         5.65391    
     3.08335         5.66304    
     3.08465         5.67004    
     3.08500         5.67191    
     3.08535         5.67378    
     3.08665         5.68080    
     3.08835         5.68997    
     3.08965         5.69700    
     3.09000         5.69888    
     3.09035         5.70076    
     3.09165         5.70781    
     3.09335         5.71702    
     3.09465         5.72408    
     3.09500         5.72597    
     3.09535         5.72785    
     3.09665         5.73493    
     3.09835         5.74418    
     3.09965         5.75128    
     3.10000         5.75318    
     3.10035         5.75507    
     3.10165         5.76218    
     3.10335         5.77147    
     3.10465         5.77860    
     3.10500         5.78050    
     3.10535         5.78240    
     3.10665         5.78955    
     3.10835         5.79888    
     3.10965         5.80604    
     3.11000         5.80795    
     3.11035         5.80986    
     3.11165         5.81704    
     3.11335         5.82641    
     3.11465         5.83360    
     3.11500         5.83552    
     3.11535         5.83744    
     3.11665         5.84465    
     3.11835         5.85406    
     3.11965         5.86128    
     3.12000         5.86321    
     3.12035         5.86514    
     3.12165         5.87238    
     3.12335         5.88183    
     3.12465         5.88909    
     3.12500         5.89103    
     3.12535         5.89296    
     3.12665         5.90023    
     3.12835         5.90973    
     3.12965         5.91702    
     3.13000         5.91896    
     3.13035         5.92091    
     3.13165         5.92821    
     3.13335         5.93775    
     3.13465         5.94507    
     3.13500         5.94702    
     3.13535         5.94898    
     3.13665         5.95631    
     3.13835         5.96589    
     3.13965         5.97325    
     3.14000         5.97521    
     3.14035         5.97717    
     3.14165         5.98454    
     3.14335         5.99416    
     3.14465         6.00155    
     3.14500         6.00352    
     3.14535         6.00549    
     3.14665         6.01289    
     3.14835         6.02256    
     3.14965         6.02998    
     3.15000         6.03195    
     3.15035         6.03393    
     3.15165         6.04137    
     3.15335         6.05108    
     3.15465         6.05853    
     3.15500         6.06052    
     3.15535         6.06251    
     3.15665         6.06997    
     3.15835         6.07973    
     3.15965         6.08721    
     3.16000         6.08921    
     3.16035         6.09120    
     3.16165         6.09870    
     3.16335         6.10850    
     3.16465         6.11602    
     3.16500         6.11802    
     3.16535         6.12003    
     3.16665         6.12756    
     3.16835         6.13740    
     3.16965         6.14496    
     3.17000         6.14697    
     3.17035         6.14899    
     3.17165         6.15655    
     3.17335         6.16644    
     3.17465         6.17402    
     3.17500         6.17605    
     3.17535         6.17807    
     3.17665         6.18567    
     3.17835         6.19560    
     3.17965         6.20322    
     3.18000         6.20525    
     3.18035         6.20728    
     3.18165         6.21492    
     3.18335         6.22489    
     3.18465         6.23255    
     3.18500         6.23459    
     3.18535         6.23663    
     3.18665         6.24430    
     3.18835         6.25432    
     3.18965         6.26200    
     3.19000         6.26405    
     3.19035         6.26610    
     3.19165         6.27381    
     3.19335         6.28387    
     3.19465         6.29159    
     3.19500         6.29365    
     3.19535         6.29571    
     3.19665         6.30345    
     3.19835         6.31356    
     3.19965         6.32132    
     3.20000         6.32338    
