 Poloidal flux derivative dPsi/dr
  rad  pla 
 1408 1006
 rho(m) dPsi/dr 
     1.53551         46.2381    
     1.53898         46.2940    
     1.53990         46.3089    
     1.54082         46.3237    
     1.54429         46.3791    
     1.54881         46.4510    
     1.55228         46.5056    
     1.55320         46.5201    
     1.55412         46.5346    
     1.55759         46.5887    
     1.56211         46.6589    
     1.56558         46.7122    
     1.56650         46.7264    
     1.56742         46.7405    
     1.57089         46.7934    
     1.57541         46.8618    
     1.57888         46.9139    
     1.57980         46.9277    
     1.58072         46.9415    
     1.58419         46.9931    
     1.58871         47.0598    
     1.59218         47.1106    
     1.59310         47.1241    
     1.59402         47.1375    
     1.59749         47.1878    
     1.60201         47.2528    
     1.60548         47.3023    
     1.60640         47.3154    
     1.60732         47.3285    
     1.61079         47.3775    
     1.61531         47.4408    
     1.61878         47.4890    
     1.61970         47.5018    
     1.62062         47.5145    
     1.62409         47.5622    
     1.62861         47.6239    
     1.63208         47.6707    
     1.63300         47.6832    
     1.63392         47.6956    
     1.63739         47.7419    
     1.64191         47.8019    
     1.64538         47.8475    
     1.64630         47.8595    
     1.64722         47.8716    
     1.65069         47.9166    
     1.65521         47.9749    
     1.65868         48.0192    
     1.65960         48.0309    
     1.66052         48.0426    
     1.66399         48.0863    
     1.66851         48.1429    
     1.67198         48.1858    
     1.67290         48.1972    
     1.67382         48.2086    
     1.67729         48.2510    
     1.68181         48.3058    
     1.68528         48.3475    
     1.68620         48.3585    
     1.68712         48.3695    
     1.69059         48.4106    
     1.69511         48.4638    
     1.69858         48.5041    
     1.69950         48.5148    
     1.70042         48.5254    
     1.70389         48.5652    
     1.70841         48.6166    
     1.71188         48.6557    
     1.71280         48.6660    
     1.71372         48.6763    
     1.71719         48.7148    
     1.72171         48.7645    
     1.72518         48.8022    
     1.72610         48.8122    
     1.72702         48.8221    
     1.73049         48.8593    
     1.73501         48.9073    
     1.73848         48.9436    
     1.73940         48.9533    
     1.74032         48.9629    
     1.74379         48.9987    
     1.74831         49.0450    
     1.75178         49.0800    
     1.75270         49.0893    
     1.75362         49.0986    
     1.75709         49.1331    
     1.76161         49.1776    
     1.76508         49.2113    
     1.76600         49.2203    
     1.76692         49.2292    
     1.77039         49.2624    
     1.77491         49.3052    
     1.77838         49.3376    
     1.77930         49.3461    
     1.78022         49.3547    
     1.78369         49.3866    
     1.78821         49.4276    
     1.79168         49.4587    
     1.79260         49.4669    
     1.79352         49.4751    
     1.79699         49.5057    
     1.80151         49.5450    
     1.80498         49.5748    
     1.80590         49.5826    
     1.80682         49.5905    
     1.81029         49.6197    
     1.81481         49.6573    
     1.81828         49.6857    
     1.81920         49.6932    
     1.82012         49.7007    
     1.82359         49.7286    
     1.82811         49.7645    
     1.83158         49.7916    
     1.83250         49.7987    
     1.83342         49.8059    
     1.83689         49.8324    
     1.84141         49.8666    
     1.84488         49.8923    
     1.84580         49.8991    
     1.84672         49.9059    
     1.85019         49.9311    
     1.85471         49.9635    
     1.85818         49.9880    
     1.85910         49.9944    
     1.86002         50.0008    
     1.86349         50.0247    
     1.86801         50.0554    
     1.87148         50.0785    
     1.87240         50.0846    
     1.87332         50.0906    
     1.87679         50.1132    
     1.88131         50.1421    
     1.88478         50.1638    
     1.88570         50.1696    
     1.88662         50.1753    
     1.89009         50.1965    
     1.89461         50.2237    
     1.89808         50.2441    
     1.89900         50.2495    
     1.89992         50.2548    
     1.90339         50.2747    
     1.90791         50.3001    
     1.91138         50.3192    
     1.91230         50.3242    
     1.91322         50.3292    
     1.91669         50.3478    
     1.92121         50.3715    
     1.92468         50.3892    
     1.92560         50.3939    
     1.92652         50.3985    
     1.92999         50.4157    
     1.93451         50.4376    
     1.93798         50.4540    
     1.93890         50.4583    
     1.93982         50.4626    
     1.94329         50.4785    
     1.94781         50.4986    
     1.95128         50.5137    
     1.95220         50.5177    
     1.95312         50.5216    
     1.95659         50.5361    
     1.96111         50.5545    
     1.96458         50.5682    
     1.96550         50.5718    
     1.96642         50.5754    
     1.96989         50.5886    
     1.97441         50.6052    
     1.97788         50.6176    
     1.97880         50.6208    
     1.97972         50.6240    
     1.98319         50.6359    
     1.98771         50.6508    
     1.99118         50.6618    
     1.99210         50.6647    
     1.99302         50.6675    
     1.99649         50.6780    
     2.00101         50.6912    
     2.00448         50.7008    
     2.00540         50.7034    
     2.00632         50.7058    
     2.00979         50.7150    
     2.01431         50.7264    
     2.01778         50.7347    
     2.01870         50.7369    
     2.01962         50.7390    
     2.02309         50.7468    
     2.02761         50.7564    
     2.03108         50.7634    
     2.03200         50.7652    
     2.03292         50.7670    
     2.03639         50.7734    
     2.04091         50.7813    
     2.04438         50.7869    
     2.04530         50.7883    
     2.04622         50.7898    
     2.04969         50.7948    
     2.05421         50.8010    
     2.05768         50.8052    
     2.05860         50.8063    
     2.05952         50.8074    
     2.06299         50.8111    
     2.06751         50.8155    
     2.07098         50.8184    
     2.07190         50.8191    
     2.07282         50.8198    
     2.07629         50.8222    
     2.08081         50.8248    
     2.08428         50.8263    
     2.08520         50.8267    
     2.08612         50.8270    
     2.08959         50.8281    
     2.09411         50.8289    
     2.09758         50.8291    
     2.09850         50.8291    
     2.09942         50.8291    
     2.10289         50.8288    
     2.10741         50.8278    
     2.11088         50.8267    
     2.11180         50.8263    
     2.11272         50.8259    
     2.11619         50.8243    
     2.12071         50.8215    
     2.12418         50.8191    
     2.12510         50.8183    
     2.12602         50.8176    
     2.12949         50.8146    
     2.13401         50.8101    
     2.13748         50.8062    
     2.13840         50.8051    
     2.13932         50.8040    
     2.14279         50.7996    
     2.14731         50.7934    
     2.15078         50.7882    
     2.15170         50.7868    
     2.15262         50.7853    
     2.15609         50.7795    
     2.16061         50.7715    
     2.16408         50.7650    
     2.16500         50.7632    
     2.16592         50.7613    
     2.16939         50.7542    
     2.17391         50.7444    
     2.17738         50.7365    
     2.17830         50.7343    
     2.17922         50.7322    
     2.18269         50.7237    
     2.18721         50.7121    
     2.19068         50.7029    
     2.19160         50.7003    
     2.19252         50.6978    
     2.19599         50.6880    
     2.20051         50.6746    
     2.20398         50.6640    
     2.20490         50.6611    
     2.20582         50.6582    
     2.20929         50.6470    
     2.21381         50.6319    
     2.21728         50.6199    
     2.21820         50.6167    
     2.21912         50.6134    
     2.22259         50.6008    
     2.22711         50.5840    
     2.23058         50.5706    
     2.23150         50.5670    
     2.23242         50.5634    
     2.23589         50.5495    
     2.24041         50.5308    
     2.24388         50.5161    
     2.24480         50.5121    
     2.24572         50.5081    
     2.24919         50.4929    
     2.25371         50.4724    
     2.25718         50.4564    
     2.25810         50.4520    
     2.25902         50.4477    
     2.26249         50.4310    
     2.26701         50.4088    
     2.27048         50.3914    
     2.27140         50.3867    
     2.27232         50.3820    
     2.27579         50.3640    
     2.28031         50.3400    
     2.28378         50.3212    
     2.28470         50.3161    
     2.28562         50.3111    
     2.28909         50.2917    
     2.29361         50.2660    
     2.29708         50.2458    
     2.29800         50.2404    
     2.29892         50.2349    
     2.30239         50.2142    
     2.30691         50.1867    
     2.31038         50.1652    
     2.31130         50.1594    
     2.31222         50.1536    
     2.31569         50.1315    
     2.32021         50.1022    
     2.32368         50.0793    
     2.32460         50.0731    
     2.32552         50.0670    
     2.32899         50.0435    
     2.33351         50.0124    
     2.33698         49.9882    
     2.33790         49.9817    
     2.33882         49.9751    
     2.34229         49.9504    
     2.34681         49.9175    
     2.35028         49.8919    
     2.35120         49.8850    
     2.35212         49.8781    
     2.35559         49.8519    
     2.36011         49.8173    
     2.36358         49.7903    
     2.36450         49.7831    
     2.36542         49.7758    
     2.36889         49.7483    
     2.37341         49.7119    
     2.37688         49.6835    
     2.37780         49.6759    
     2.37872         49.6683    
     2.38219         49.6394    
     2.38671         49.6012    
