 Species temperature profiles
 nspec rad  pla 
     3 1408 1006
 rho(m) Electrons Deuterium Tritium   
     0.00000         50000.0         50000.0         50000.0    
    0.138864E-02     50000.0         50000.0         50000.0    
    0.660019E-02     49999.6         49999.6         49999.6    
    0.133998E-01     49998.3         49998.3         49998.3    
    0.186114E-01     49996.8         49996.8         49996.8    
    0.200000E-01     49996.3         49996.3         49996.3    
    0.210276E-01     49995.9         49995.9         49995.9    
    0.248841E-01     49994.2         49994.2         49994.2    
    0.299159E-01     49991.6         49991.6         49991.6    
    0.337724E-01     49989.3         49989.3         49989.3    
    0.348000E-01     49988.7         49988.7         49988.7    
    0.358276E-01     49988.0         49988.0         49988.0    
    0.396841E-01     49985.3         49985.3         49985.3    
    0.447159E-01     49981.3         49981.3         49981.3    
    0.485724E-01     49977.9         49977.9         49977.9    
    0.496000E-01     49977.0         49977.0         49977.0    
    0.506276E-01     49976.0         49976.0         49976.0    
    0.544841E-01     49972.2         49972.2         49972.2    
    0.595159E-01     49966.9         49966.9         49966.9    
    0.633724E-01     49962.4         49962.4         49962.4    
    0.644000E-01     49961.2         49961.2         49961.2    
    0.654276E-01     49960.0         49960.0         49960.0    
    0.692841E-01     49955.1         49955.1         49955.1    
    0.743159E-01     49948.3         49948.3         49948.3    
    0.781724E-01     49942.8         49942.8         49942.8    
    0.792000E-01     49941.3         49941.3         49941.3    
    0.802276E-01     49939.8         49939.8         49939.8    
    0.840841E-01     49933.9         49933.9         49933.9    
    0.891159E-01     49925.7         49925.7         49925.7    
    0.929724E-01     49919.2         49919.2         49919.2    
    0.940000E-01     49917.4         49917.4         49917.4    
    0.950276E-01     49915.5         49915.5         49915.5    
    0.988841E-01     49908.6         49908.6         49908.6    
    0.103916         49899.0         49899.0         49899.0    
    0.107772         49891.4         49891.4         49891.4    
    0.108800         49889.3         49889.3         49889.3    
    0.109828         49887.2         49887.2         49887.2    
    0.113684         49879.1         49879.1         49879.1    
    0.118716         49868.2         49868.2         49868.2    
    0.122572         49859.5         49859.5         49859.5    
    0.123600         49857.1         49857.1         49857.1    
    0.124628         49854.8         49854.8         49854.8    
    0.128484         49845.6         49845.6         49845.6    
    0.133516         49833.3         49833.3         49833.3    
    0.137372         49823.6         49823.6         49823.6    
    0.138400         49820.9         49820.9         49820.9    
    0.139428         49818.2         49818.2         49818.2    
    0.143284         49808.1         49808.1         49808.1    
    0.148316         49794.3         49794.3         49794.3    
    0.152172         49783.5         49783.5         49783.5    
    0.153200         49780.6         49780.6         49780.6    
    0.154228         49777.6         49777.6         49777.6    
    0.158084         49766.4         49766.4         49766.4    
    0.163116         49751.3         49751.3         49751.3    
    0.166972         49739.4         49739.4         49739.4    
    0.168000         49736.2         49736.2         49736.2    
    0.169028         49733.0         49733.0         49733.0    
    0.172884         49720.6         49720.6         49720.6    
    0.177916         49704.2         49704.2         49704.2    
    0.181772         49691.2         49691.2         49691.2    
    0.182800         49687.7         49687.7         49687.7    
    0.183828         49684.2         49684.2         49684.2    
    0.187684         49670.8         49670.8         49670.8    
    0.192716         49653.0         49653.0         49653.0    
    0.196572         49638.9         49638.9         49638.9    
    0.197600         49635.2         49635.2         49635.2    
    0.198628         49631.4         49631.4         49631.4    
    0.202484         49616.9         49616.9         49616.9    
    0.207516         49597.7         49597.7         49597.7    
    0.211372         49582.6         49582.6         49582.6    
    0.212400         49578.5         49578.5         49578.5    
    0.213428         49574.5         49574.5         49574.5    
    0.217284         49559.0         49559.0         49559.0    
    0.222316         49538.3         49538.3         49538.3    
    0.226172         49522.2         49522.2         49522.2    
    0.227200         49517.9         49517.9         49517.9    
    0.228228         49513.5         49513.5         49513.5    
    0.232084         49496.9         49496.9         49496.9    
    0.237116         49474.9         49474.9         49474.9    
    0.240972         49457.7         49457.7         49457.7    
    0.242000         49453.1         49453.1         49453.1    
    0.243028         49448.5         49448.5         49448.5    
    0.246884         49430.9         49430.9         49430.9    
    0.251916         49407.5         49407.5         49407.5    
    0.255772         49389.2         49389.2         49389.2    
    0.256800         49384.3         49384.3         49384.3    
    0.257828         49379.4         49379.4         49379.4    
    0.261684         49360.7         49360.7         49360.7    
    0.266716         49336.0         49336.0         49336.0    
    0.270572         49316.7         49316.7         49316.7    
    0.271600         49311.5         49311.5         49311.5    
    0.272628         49306.3         49306.3         49306.3    
    0.276484         49286.6         49286.6         49286.6    
    0.281516         49260.4         49260.4         49260.4    
    0.285372         49240.1         49240.1         49240.1    
    0.286400         49234.6         49234.6         49234.6    
    0.287428         49229.1         49229.1         49229.1    
    0.291284         49208.3         49208.3         49208.3    
    0.296316         49180.8         49180.8         49180.8    
    0.300172         49159.4         49159.4         49159.4    
    0.301200         49153.7         49153.7         49153.7    
    0.302228         49147.9         49147.9         49147.9    
    0.306084         49126.1         49126.1         49126.1    
    0.311116         49097.2         49097.2         49097.2    
    0.314972         49074.8         49074.8         49074.8    
    0.316000         49068.7         49068.7         49068.7    
    0.317028         49062.7         49062.7         49062.7    
    0.320884         49039.8         49039.8         49039.8    
    0.325916         49009.6         49009.6         49009.6    
    0.329772         48986.1         48986.1         48986.1    
    0.330800         48979.8         48979.8         48979.8    
    0.331828         48973.4         48973.4         48973.4    
    0.335684         48949.5         48949.5         48949.5    
    0.340716         48917.9         48917.9         48917.9    
    0.344572         48893.4         48893.4         48893.4    
    0.345600         48886.8         48886.8         48886.8    
    0.346628         48880.2         48880.2         48880.2    
    0.350484         48855.2         48855.2         48855.2    
    0.355516         48822.3         48822.3         48822.3    
    0.359372         48796.7         48796.7         48796.7    
