Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ks/call  Ks/call  name    
                0.00    0.50     576/576         fbstep_ [6]
[44]     0.0    0.00    0.50     576         aswr_ [44]
                0.50    0.00     576/576         aqwrite_ [43]
-----------------------------------------------
                0.42    0.00     942/942         asrd_ [46]
[45]     0.0    0.42    0.00     942         aqread_ [45]
-----------------------------------------------
                0.00    0.13     286/942         fbstep_ [6]
                0.00    0.29     656/942         rdsol_ [48]
[46]     0.0    0.00    0.42     942         asrd_ [46]
                0.42    0.00     942/942         aqread_ [45]
-----------------------------------------------
                0.05    0.35       5/5           regjum_ [29]
[47]     0.0    0.05    0.35       5         intbou_ [47]
                0.03    0.28     193/155365      polfft_ [9]
                0.00    0.01    9409/7574245     plasmb_ [27]
                0.01    0.00   41765/111963996     zset_ [21]
                0.01    0.00    9409/20380270     zcopy_ [25]
                0.00    0.00       5/5           foucoj_ [77]
                0.00    0.00    8353/8353        mul2c2_ [89]
-----------------------------------------------
                0.00    0.37     328/328         outrf2_ [11]
[48]     0.0    0.00    0.37     328         rdsol_ [48]
                0.00    0.29     656/942         asrd_ [46]
                0.00    0.08     328/1474        packma_ [49]
                0.00    0.00     656/1516        aswa_ [96]
-----------------------------------------------
                0.00    0.08     328/1474        rdsol_ [48]
                0.00    0.29    1146/1474        fbstep_ [6]
[49]     0.0    0.00    0.37    1474         packma_ [49]
                0.37    0.00  498502/20380270     zcopy_ [25]
-----------------------------------------------
                0.00    0.00       1/165972      outrf2_ [11]
                0.37    0.00  165971/165972      dl2ccg_ <cycle 1> [18]
[50]     0.0    0.37    0.00  165972         zdotc_ [50]
-----------------------------------------------
                0.00    0.00    2048/7775783     outbit_ [80]
                0.30    0.00 7773735/7775783     zif4_ [40]
[51]     0.0    0.30    0.00 7775783         zdotu_ [51]
-----------------------------------------------
                0.00    0.00       2/18643       axisbc_ [81]
                0.00    0.00       4/18643       outrf2_ [11]
                0.00    0.00      45/18643       foucoj_ [77]
                0.01    0.28   18592/18643       foucog_ [33]
[52]     0.0    0.01    0.28   18643         df3trf_ [52]
                0.28    0.00   93215/93215       df6trf_ [53]
-----------------------------------------------
                0.28    0.00   93215/93215       df3trf_ [52]
[53]     0.0    0.28    0.00   93215         df6trf_ [53]
-----------------------------------------------
                0.00    0.00   41765/6765930     ascurl_ [7]
                0.21    0.00 6724165/6765930     vacmbg_ [24]
[54]     0.0    0.21    0.00 6765930         mul3_fast_ [54]
-----------------------------------------------
                0.14    0.00      17/17          outrf2_ [11]
[55]     0.0    0.14    0.00      17         idmax_ [55]
-----------------------------------------------
                0.13    0.00      17/17          outrf2_ [11]
[56]     0.0    0.13    0.00      17         idmin_ [56]
-----------------------------------------------
                0.00    0.00       2/7773737     filant_ [79]
                0.10    0.00 7773735/7773737     zif4_ [40]
[57]     0.0    0.10    0.00 7773737         isrchfgt_ [57]
-----------------------------------------------
                0.08    0.00       1/1           MAIN__ [1]
[58]     0.0    0.08    0.00       1         outtab_ [58]
-----------------------------------------------
                0.00    0.00     404/88438225     groots_ [68]
                0.00    0.00  518099/88438225     hotten_ [36]
                0.00    0.00 3090432/88438225     powabs_ [4]
                0.07    0.00 84829290/88438225     hottev_ [12]
[59]     0.0    0.07    0.00 88438225         inscr_ [59]
-----------------------------------------------
                0.07    0.00  722304/722304      tables_ [42]
[60]     0.0    0.07    0.00  722304         dshap2_ [60]
-----------------------------------------------
                0.05    0.00  722304/722304      tables_ [42]
[61]     0.0    0.05    0.00  722304         dshap1_ [61]
-----------------------------------------------
                0.02    0.00     287/861         dl2ccg_ <cycle 1> [18]
                0.03    0.00     574/861         dl2tcg_ <cycle 1> [23]
[62]     0.0    0.05    0.00     861         dmach_ [62]
-----------------------------------------------
                                                 <spontaneous>
[63]     0.0    0.05    0.00                 dcsval_ [63]
-----------------------------------------------
                0.04    0.00       1/1           MAIN__ [1]
[64]     0.0    0.04    0.00       1         outgrid_ [64]
-----------------------------------------------
                                                 <spontaneous>
[65]     0.0    0.04    0.00                 pa03a_ [65]
-----------------------------------------------
                                                 <spontaneous>
[66]     0.0    0.03    0.00                 df4tcb_ [66]
-----------------------------------------------
                0.00    0.00       2/18643       axisbc_ [81]
                0.00    0.00       4/18643       outrf2_ [11]
                0.00    0.00      45/18643       foucoj_ [77]
                0.00    0.02   18592/18643       foucog_ [33]
[67]     0.0    0.00    0.02   18643         df2trf_ [67]
                0.02    0.00   18643/4770669     dcopy_ [31]
-----------------------------------------------
                0.00    0.01       1/1           MAIN__ [1]
[68]     0.0    0.00    0.01       1         groots_ [68]
                0.00    0.01     569/569         disper_ [75]
                0.01    0.00     404/499178      izamax_ [30]
                0.00    0.00       1/6494071     dset_ [26]
                0.00    0.00     404/88438225     inscr_ [59]
                0.00    0.00       2/2120        second_ [92]
-----------------------------------------------
                0.01    0.00    6036/6036        outpow_ [3]
[69]     0.0    0.01    0.00    6036         dsum_ [69]
-----------------------------------------------
                0.00    0.00       1/1408        outrf2_ [11]
                0.01    0.00    1407/1408        tables_ [42]
[70]     0.0    0.01    0.00    1408         idamin_ [70]
-----------------------------------------------
                0.01    0.00       2/2           MAIN__ [1]
[71]     0.0    0.01    0.00       2         dfftci_ [71]
-----------------------------------------------
                                                 <spontaneous>
[72]     0.0    0.01    0.00                 dlamc3_ [72]
-----------------------------------------------
                                                 <spontaneous>
[73]     0.0    0.01    0.00                 polav_ [73]
-----------------------------------------------
                                                 <spontaneous>
[74]     0.0    0.01    0.00                 totcur_ [74]
-----------------------------------------------
                0.00    0.01     569/569         groots_ [68]
[75]     0.0    0.00    0.01     569         disper_ [75]
                0.00    0.00    2021/518099      hotten_ [36]
                0.00    0.00    2021/2021        cubeq_ [93]
-----------------------------------------------
                0.00    0.00    9409/9409        outrf2_ [11]
[76]     0.0    0.00    0.00    9409         bc2spectrum_ [76]
                0.00    0.00    9409/111963996     zset_ [21]
-----------------------------------------------
                0.00    0.00       5/5           intbou_ [47]
[77]     0.0    0.00    0.00       5         foucoj_ [77]
                0.00    0.00      45/18643       df3trf_ [52]
                0.00    0.00      45/4770669     dcopy_ [31]
                0.00    0.00      45/18643       df2trf_ [67]
                0.00    0.00       5/6494071     dset_ [26]
                0.00    0.00       5/111963996     zset_ [21]
                0.00    0.00      10/5077        iset_ [90]
-----------------------------------------------
                0.00    0.00       3/284         regjum_ [29]
                0.00    0.00     281/284         genera3_ [5]
[78]     0.0    0.00    0.00     284         filrhs_ [78]
                0.00    0.00     200/4770669     dcopy_ [31]
                0.00    0.00    7760/25472       cdeid_ [87]
                0.00    0.00     800/803         interp1_ [102]
                0.00    0.00     284/339         nsum_ [104]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[79]     0.0    0.00    0.00       1         filant_ [79]
                0.00    0.00       4/4422423     df2tcb_ [13]
                0.00    0.00       2/111963996     zset_ [21]
                0.00    0.00       2/7773737     isrchfgt_ [57]
                0.00    0.00   16803/25472       cdeid_ [87]
                0.00    0.00   16803/17615       dsinc_ [88]
                0.00    0.00       3/803         interp1_ [102]
                0.00    0.00       1/339         nsum_ [104]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[80]     0.0    0.00    0.00       1         outbit_ [80]
                0.00    0.00    2048/7775783     zdotu_ [51]
                0.00    0.00    1124/30149       gauss_ [86]
                0.00    0.00     388/412         tofac_ [103]
                0.00    0.00       2/2           wrp1d_ [138]
                0.00    0.00       1/339         nsum_ [104]
-----------------------------------------------
                0.00    0.00       1/1           genera3_ [5]
[81]     0.0    0.00    0.00       1         axisbc_ [81]
                0.00    0.00       2/18643       df3trf_ [52]
                0.00    0.00       2/4770669     dcopy_ [31]
                0.00    0.00       2/18643       df2trf_ [67]
                0.00    0.00       1/111963996     zset_ [21]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[82]     0.0    0.00    0.00       1         intbfp_ [82]
                0.00    0.00       2/6494071     dset_ [26]
-----------------------------------------------
                0.00    0.00       1/1           genera3_ [5]
[83]     0.0    0.00    0.00       1         proini_ [83]
                0.00    0.00       1/6494071     dset_ [26]
                0.00    0.00       1/1           iimax_ [144]
                0.00    0.00       1/1           iimin_ [145]
                0.00    0.00       1/1           isum_ [146]
-----------------------------------------------
                0.00    0.00  332229/332229      cgesl2_ [19]
[84]     0.0    0.00    0.00  332229         zgeru_ [84]
-----------------------------------------------
                0.00    0.00  310344/310344      hottev_ [12]
[85]     0.0    0.00    0.00  310344         icopy_ [85]
-----------------------------------------------
                0.00    0.00     562/30149       tables_ [42]
                0.00    0.00    1124/30149       outbit_ [80]
                0.00    0.00    1206/30149       outpow_ [3]
                0.00    0.00   27257/30149       outrf2_ [11]
[86]     0.0    0.00    0.00   30149         gauss_ [86]
-----------------------------------------------
                0.00    0.00     412/25472       tofac_ [103]
                0.00    0.00     497/25472       outrf2_ [11]
                0.00    0.00    7760/25472       filrhs_ [78]
                0.00    0.00   16803/25472       filant_ [79]
[87]     0.0    0.00    0.00   25472         cdeid_ [87]
-----------------------------------------------
                0.00    0.00     400/17615       outrf2_ [11]
                0.00    0.00     412/17615       tofac_ [103]
                0.00    0.00   16803/17615       filant_ [79]
[88]     0.0    0.00    0.00   17615         dsinc_ [88]
-----------------------------------------------
                0.00    0.00    8353/8353        intbou_ [47]
[89]     0.0    0.00    0.00    8353         mul2c2_ [89]
-----------------------------------------------
                0.00    0.00       1/5077        MAIN__ [1]
                0.00    0.00      10/5077        foucoj_ [77]
                0.00    0.00    5066/5077        foucog_ [33]
[90]     0.0    0.00    0.00    5077         iset_ [90]
-----------------------------------------------
                0.00    0.00       4/3436        zgemv_ [151]
                0.00    0.00    3432/3436        zgemm_ [10]
[91]     0.0    0.00    0.00    3436         lsame_ [91]
-----------------------------------------------
                0.00    0.00       1/2120        outdis_ern_ [34]
                0.00    0.00       1/2120        outrf2_ [11]
                0.00    0.00       2/2120        groots_ [68]
                0.00    0.00      18/2120        MAIN__ [1]
                0.00    0.00    2098/2120        genera3_ [5]
[92]     0.0    0.00    0.00    2120         second_ [92]
-----------------------------------------------
                0.00    0.00    2021/2021        disper_ [75]
[93]     0.0    0.00    0.00    2021         cubeq_ [93]
-----------------------------------------------
                0.00    0.00     860/1720        e1psh_ <cycle 1> [101]
                0.00    0.00     860/1720        e1pop_ [100]
[94]     0.0    0.00    0.00    1720         i1kst_ [94]
                0.00    0.00       1/1           iwkin_ [147]
-----------------------------------------------
                0.00    0.00    1516/1516        aswa_ [96]
[95]     0.0    0.00    0.00    1516         aqwait_ [95]
-----------------------------------------------
                0.00    0.00     656/1516        rdsol_ [48]
                0.00    0.00     860/1516        fbstep_ [6]
[96]     0.0    0.00    0.00    1516         aswa_ [96]
                0.00    0.00    1516/1516        aqwait_ [95]
-----------------------------------------------
                0.00    0.00    1408/1408        tables_ [42]
[97]     0.0    0.00    0.00    1408         g_ [97]
-----------------------------------------------
                0.00    0.00    1408/1408        tables_ [42]
[98]     0.0    0.00    0.00    1408         ypro_ [98]
-----------------------------------------------
                0.00    0.00    1407/1407        tables_ [42]
[99]     0.0    0.00    0.00    1407         idamax_ [99]
-----------------------------------------------
                0.00    0.00     287/860         dl2ccg_ <cycle 1> [18]
                0.00    0.00     573/860         fbstep_ [6]
[100]    0.0    0.00    0.00     860         e1pop_ [100]
                0.00    0.00     860/1720        i1kst_ [94]
                0.00    0.00       2/2           e1sti_ [131]
-----------------------------------------------
                                 287             dl2tcg_ <cycle 1> [23]
                                 287             dl2ccg_ <cycle 1> [18]
                1.31   29.90     286/573         dccgcg_ [20]
[101]    0.0    0.00    0.00     860         e1psh_ <cycle 1> [101]
                0.00    0.00     860/1720        i1kst_ [94]
                                   1             dl2ccg_ <cycle 1> [18]
-----------------------------------------------
                0.00    0.00       3/803         filant_ [79]
                0.00    0.00     800/803         filrhs_ [78]
[102]    0.0    0.00    0.00     803         interp1_ [102]
-----------------------------------------------
                0.00    0.00      24/412         outrf2_ [11]
                0.00    0.00     388/412         outbit_ [80]
[103]    0.0    0.00    0.00     412         tofac_ [103]
                0.00    0.00     412/17615       dsinc_ [88]
                0.00    0.00     412/25472       cdeid_ [87]
-----------------------------------------------
                0.00    0.00       1/339         anjump_ [139]
                0.00    0.00       1/339         filant_ [79]
                0.00    0.00       1/339         outbit_ [80]
                0.00    0.00       3/339         MAIN__ [1]
                0.00    0.00       3/339         genera3_ [5]
                0.00    0.00       3/339         outpow_ [3]
                0.00    0.00       3/339         tables_ [42]
                0.00    0.00       6/339         presol_ [150]
                0.00    0.00      34/339         outrf2_ [11]
                0.00    0.00     284/339         filrhs_ [78]
[104]    0.0    0.00    0.00     339         nsum_ [104]
-----------------------------------------------
                0.00    0.00      28/338         i1erif_ [121]
                0.00    0.00     310/338         s1anum_ [136]
[105]    0.0    0.00    0.00     338         i1x_ [105]
-----------------------------------------------
                0.00    0.00     287/287         dl2ccg_ <cycle 1> [18]
[106]    0.0    0.00    0.00     287         n1rty_ [106]
-----------------------------------------------
                0.00    0.00     201/201         genera3_ [5]
[107]    0.0    0.00    0.00     201         asplas_ [107]
-----------------------------------------------
                0.00    0.00       5/112         MAIN__ [1]
                0.00    0.00       9/112         outpow_ [3]
                0.00    0.00      10/112         genera3_ [5]
                0.00    0.00      10/112         tables_ [42]
                0.00    0.00      26/112         presol_ [150]
                0.00    0.00      52/112         outrf2_ [11]
[108]    0.0    0.00    0.00     112         i1st_ [108]
-----------------------------------------------
                0.00    0.00      12/36          outrf2_ [11]
                0.00    0.00      24/36          bafaga_ [126]
[109]    0.0    0.00    0.00      36         bafadn_ [109]
-----------------------------------------------
                0.00    0.00       6/26          c1tic_ [117]
                0.00    0.00       6/26          e1sti_ [131]
                0.00    0.00       6/26          e1mes_ [129]
                0.00    0.00       8/26          e1inpl_ [128]
[110]    0.0    0.00    0.00      26         m1ve_ [110]
-----------------------------------------------
                0.00    0.00       6/18          outrf2_ [11]
                0.00    0.00      12/18          bafaga_ [126]
[111]    0.0    0.00    0.00      18         bafad_ [111]
-----------------------------------------------
                0.00    0.00       6/16          e1mes_ [129]
                0.00    0.00      10/16          e1sti_ [131]
[112]    0.0    0.00    0.00      16         i1dx_ [112]
                0.00    0.00       4/6           i1cstr_ [118]
-----------------------------------------------
                0.00    0.00      15/15          rveno_ [114]
[113]    0.0    0.00    0.00      15         ddot_ [113]
-----------------------------------------------
                0.00    0.00      15/15          outrf2_ [11]
[114]    0.0    0.00    0.00      15         rveno_ [114]
                0.00    0.00      15/15          ddot_ [113]
-----------------------------------------------
                0.00    0.00       7/7           outrf2_ [11]
[115]    0.0    0.00    0.00       7         ceilq_ [115]
-----------------------------------------------
                0.00    0.00       7/7           MAIN__ [1]
[116]    0.0    0.00    0.00       7         longeurs_ [116]
-----------------------------------------------
                0.00    0.00       2/6           e1sti_ [131]
                0.00    0.00       4/6           e1inpl_ [128]
[117]    0.0    0.00    0.00       6         c1tic_ [117]
                0.00    0.00       6/26          m1ve_ [110]
-----------------------------------------------
                0.00    0.00       2/6           s1anum_ [136]
                0.00    0.00       4/6           i1dx_ [112]
[118]    0.0    0.00    0.00       6         i1cstr_ [118]
-----------------------------------------------
                0.00    0.00       5/5           MAIN__ [1]
[119]    0.0    0.00    0.00       5         cuteq_ [119]
-----------------------------------------------
                0.00    0.00       4/4           e1mes_ [129]
[120]    0.0    0.00    0.00       4         c1tci_ [120]
-----------------------------------------------
                0.00    0.00       2/4           e1std_ [130]
                0.00    0.00       2/4           e1sti_ [131]
[121]    0.0    0.00    0.00       4         i1erif_ [121]
                0.00    0.00      28/338         i1x_ [105]
-----------------------------------------------
                0.00    0.00       1/3           MAIN__ [1]
                0.00    0.00       2/3           fbtclo_ [132]
[122]    0.0    0.00    0.00       3         aqclose_ [122]
-----------------------------------------------
                0.00    0.00       1/3           MAIN__ [1]
                0.00    0.00       2/3           fbtclo_ [132]
[123]    0.0    0.00    0.00       3         ascl_ [123]
-----------------------------------------------
                0.00    0.00       2/2           asop_ [125]
[124]    0.0    0.00    0.00       2         aqopen_ [124]
-----------------------------------------------
                0.00    0.00       2/2           fbtini_ [143]
[125]    0.0    0.00    0.00       2         asop_ [125]
                0.00    0.00       2/2           aqopen_ [124]
-----------------------------------------------
                0.00    0.00       1/2           genera3_ [5]
                0.00    0.00       1/2           presol_ [150]
[126]    0.0    0.00    0.00       2         bafaga_ [126]
                0.00    0.00      24/36          bafadn_ [109]
                0.00    0.00      12/18          bafad_ [111]
                0.00    0.00       2/2           gausaw_ [133]
-----------------------------------------------
                0.00    0.00       2/2           MAIN__ [1]
[127]    0.0    0.00    0.00       2         df3tci_ [127]
-----------------------------------------------
                0.00    0.00       2/2           dl2ccg_ <cycle 1> [18]
[128]    0.0    0.00    0.00       2         e1inpl_ [128]
                0.00    0.00       8/26          m1ve_ [110]
                0.00    0.00       4/6           c1tic_ [117]
-----------------------------------------------
                0.00    0.00       2/2           dl2ccg_ <cycle 1> [18]
[129]    0.0    0.00    0.00       2         e1mes_ [129]
                0.00    0.00       6/16          i1dx_ [112]
                0.00    0.00       6/26          m1ve_ [110]
                0.00    0.00       4/4           c1tci_ [120]
                0.00    0.00       2/2           s1anum_ [136]
-----------------------------------------------
                0.00    0.00       2/2           dl2ccg_ <cycle 1> [18]
[130]    0.0    0.00    0.00       2         e1std_ [130]
                0.00    0.00       2/4           i1erif_ [121]
                0.00    0.00       1/1           e1init_ [142]
-----------------------------------------------
                0.00    0.00       2/2           e1pop_ [100]
[131]    0.0    0.00    0.00       2         e1sti_ [131]
                0.00    0.00      10/16          i1dx_ [112]
                0.00    0.00       6/26          m1ve_ [110]
                0.00    0.00       2/2           umach_ [137]
                0.00    0.00       2/6           c1tic_ [117]
                0.00    0.00       2/4           i1erif_ [121]
-----------------------------------------------
                0.00    0.00       2/2           MAIN__ [1]
[132]    0.0    0.00    0.00       2         fbtclo_ [132]
                0.00    0.00       2/3           aqclose_ [122]
                0.00    0.00       2/3           ascl_ [123]
-----------------------------------------------
                0.00    0.00       2/2           bafaga_ [126]
[133]    0.0    0.00    0.00       2         gausaw_ [133]
-----------------------------------------------
                0.00    0.00       2/2           MAIN__ [1]
[134]    0.0    0.00    0.00       2         int_to_string2_ [134]
-----------------------------------------------
                0.00    0.00       2/2           outdis_ern_ [34]
[135]    0.0    0.00    0.00       2         int_to_string_ [135]
-----------------------------------------------
                                  46             s1anum_ [136]
                0.00    0.00       2/2           e1mes_ [129]
[136]    0.0    0.00    0.00       2+46      s1anum_ [136]
                0.00    0.00     310/338         i1x_ [105]
                0.00    0.00       2/6           i1cstr_ [118]
                                  46             s1anum_ [136]
-----------------------------------------------
                0.00    0.00       2/2           e1sti_ [131]
[137]    0.0    0.00    0.00       2         umach_ [137]
-----------------------------------------------
                0.00    0.00       2/2           outbit_ [80]
[138]    0.0    0.00    0.00       2         wrp1d_ [138]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[139]    0.0    0.00    0.00       1         anjump_ [139]
                0.00    0.00       1/339         nsum_ [104]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[140]    0.0    0.00    0.00       1         df3tri_ [140]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[141]    0.0    0.00    0.00       1         dfftri_ [141]
-----------------------------------------------
                0.00    0.00       1/1           e1std_ [130]
[142]    0.0    0.00    0.00       1         e1init_ [142]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[143]    0.0    0.00    0.00       1         fbtini_ [143]
                0.00    0.00       2/2           asop_ [125]
-----------------------------------------------
                0.00    0.00       1/1           proini_ [83]
[144]    0.0    0.00    0.00       1         iimax_ [144]
-----------------------------------------------
                0.00    0.00       1/1           proini_ [83]
[145]    0.0    0.00    0.00       1         iimin_ [145]
-----------------------------------------------
                0.00    0.00       1/1           proini_ [83]
[146]    0.0    0.00    0.00       1         isum_ [146]
-----------------------------------------------
                0.00    0.00       1/1           i1kst_ [94]
[147]    0.0    0.00    0.00       1         iwkin_ [147]
-----------------------------------------------
                0.00    0.00       1/1           outrf2_ [11]
[148]    0.0    0.00    0.00       1         mucrvz_ [148]
                0.00    0.00       1/1           zgemv_ [151]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[149]    0.0    0.00    0.00       1         outrff_ [149]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[150]    0.0    0.00    0.00       1         presol_ [150]
                0.00    0.00      26/112         i1st_ [108]
                0.00    0.00       6/339         nsum_ [104]
                0.00    0.00       1/2           bafaga_ [126]
-----------------------------------------------
                0.00    0.00       1/1           mucrvz_ [148]
[151]    0.0    0.00    0.00       1         zgemv_ [151]
                0.00    0.00       4/3436        lsame_ [91]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

   [1] MAIN__                 [60] dshap2_                [91] lsame_
 [139] anjump_                [88] dsinc_                [110] m1ve_
 [122] aqclose_               [69] dsum_                  [32] magmod_
 [124] aqopen_                [41] dzasum_                [22] mu3tf2bl_fast_
  [45] aqread_               [142] e1init_               [148] mucrvz_
  [95] aqwait_               [128] e1inpl_                [89] mul2c2_
  [43] aqwrite_              [129] e1mes_                 [54] mul3_fast_
 [123] ascl_                 [100] e1pop_                [106] n1rty_
   [7] ascurl_               [101] e1psh_                [104] nsum_
 [125] asop_                 [130] e1std_                 [80] outbit_
 [107] asplas_               [131] e1sti_                 [34] outdis_ern_
  [46] asrd_                   [6] fbstep_                [64] outgrid_
  [96] aswa_                 [132] fbtclo_                 [3] outpow_
  [44] aswr_                 [143] fbtini_                [11] outrf2_
  [81] axisbc_                [79] filant_               [149] outrff_
 [111] bafad_                 [78] filrhs_                [58] outtab_
 [109] bafadn_                [33] foucog_                [65] pa03a_
 [126] bafaga_                [77] foucoj_                [49] packma_
  [76] bc2spectrum_           [97] g_                     [27] plasmb_
 [120] c1tci_                [133] gausaw_                [73] polav_
 [117] c1tic_                 [86] gauss_                  [9] polfft_
  [87] cdeid_                  [5] genera3_                [4] powabs_
 [115] ceilq_                 [68] groots_               [150] presol_
  [28] cgefa3_                [36] hotten_                [83] proini_
  [19] cgesl2_                [12] hottev_                [48] rdsol_
  [35] charsu_               [118] i1cstr_                [29] regjum_
  [93] cubeq_                [112] i1dx_                  [17] riftab_
 [119] cuteq_                [121] i1erif_               [114] rveno_
  [20] dccgcg_                [94] i1kst_                [136] s1anum_
  [31] dcopy_                [108] i1st_                  [92] second_
  [63] dcsval_               [105] i1x_                   [42] tables_
 [113] ddot_                  [85] icopy_                [103] tofac_
  [13] df2tcb_                [99] idamax_                [74] totcur_
  [67] df2trf_                [70] idamin_               [137] umach_
  [14] df3tcb_                [55] idmax_                 [24] vacmbg_
 [127] df3tci_                [56] idmin_                [138] wrp1d_
  [52] df3trf_               [144] iimax_                 [98] ypro_
 [140] df3tri_               [145] iimin_                  [8] zaxpy_
  [66] df4tcb_                [59] inscr_                 [25] zcopy_
  [15] df6tcb_               [134] int_to_string2_        [50] zdotc_
  [53] df6trf_               [135] int_to_string_         [51] zdotu_
  [71] dfftci_                [82] intbfp_                [37] zdscal_
 [141] dfftri_                [47] intbou_                [10] zgemm_
  [75] disper_               [102] interp1_              [151] zgemv_
  [18] dl2ccg_                [90] iset_                  [84] zgeru_
  [23] dl2tcg_                [57] isrchfgt_              [40] zif4_
  [72] dlamc3_               [146] isum_                  [38] zscal_
  [62] dmach_                [147] iwkin_                 [21] zset_
  [26] dset_                  [30] izamax_                [39] zswap_
  [61] dshap1_               [116] longeurs_              [16] <cycle 1>
